recording has been started
action target inititated
caught a record at 7.25948
caught a record at 7.2596
caught a record at 7.25972
caught a record at 7.25984
caught a record at 7.25997
caught a record at 7.26009
caught a record at 7.26021
caught a record at 7.26034
caught a record at 7.26046
caught a record at 7.26058
caught a record at 7.2607
caught a record at 7.26083
caught a record at 7.26095
caught a record at 7.26108
caught a record at 7.2612
caught a record at 7.26133
caught a record at 7.26146
caught a record at 7.26159
caught a record at 7.26172
caught a record at 7.26185
caught a record at 7.26198
caught a record at 7.26212
caught a record at 7.26226
caught a record at 7.26241
caught a record at 7.26253
caught a record at 7.26266
caught a record at 7.26283
caught a record at 7.263
caught a record at 7.26317
caught a record at 7.26365
caught a record at 7.26379
caught a record at 7.26391
caught a record at 7.26404
caught a record at 7.26416
caught a record at 7.26429
caught a record at 7.26441
caught a record at 7.26453
caught a record at 7.26466
caught a record at 7.26487
caught a record at 7.26511
caught a record at 7.26533
caught a record at 7.26559
caught a record at 7.26578
caught a record at 7.26591
caught a record at 7.26614
caught a record at 7.26626
caught a record at 7.26638
caught a record at 7.2665
caught a record at 7.26663
caught a record at 7.26675
caught a record at 7.26687
caught a record at 7.267
caught a record at 7.26712
caught a record at 7.26724
caught a record at 7.26736
caught a record at 7.26749
caught a record at 7.26761
caught a record at 7.26777
caught a record at 7.2682
caught a record at 7.26839
caught a record at 7.26857
caught a record at 7.26875
caught a record at 7.26889
caught a record at 7.26901
caught a record at 7.26915
caught a record at 7.26926
caught a record at 7.26938
caught a record at 7.2695
caught a record at 7.26963
caught a record at 7.26981
caught a record at 7.26998
caught a record at 7.27014
caught a record at 7.27031
caught a record at 7.27047
caught a record at 7.27063
caught a record at 7.2708
caught a record at 7.27092
caught a record at 7.27105
caught a record at 7.27117
caught a record at 7.27129
caught a record at 7.27142
caught a record at 7.27153
caught a record at 7.27166
caught a record at 7.27181
caught a record at 7.27195
caught a record at 7.27208
caught a record at 7.27223
caught a record at 7.27236
caught a record at 7.27249
caught a record at 7.27262
caught a record at 7.27277
caught a record at 7.27294
caught a record at 7.27308
caught a record at 7.27325
caught a record at 7.2734
caught a record at 7.27358
caught a record at 7.27375
caught a record at 7.27387
caught a record at 7.27399
caught a record at 7.27411
caught a record at 7.27424
caught a record at 7.27436
caught a record at 7.27449
caught a record at 7.27461
caught a record at 7.27477
caught a record at 7.27492
caught a record at 7.27506
caught a record at 7.27521
caught a record at 7.27535
caught a record at 7.27549
caught a record at 7.27564
caught a record at 7.27579
caught a record at 7.27593
caught a record at 7.27604
caught a record at 7.27617
caught a record at 7.27629
caught a record at 7.27642
caught a record at 7.27655
caught a record at 7.27667
caught a record at 7.27686
caught a record at 7.27703
caught a record at 7.27722
caught a record at 7.27739
caught a record at 7.2776
caught a record at 7.27779
caught a record at 7.27794
caught a record at 7.27811
caught a record at 7.27828
caught a record at 7.27845
caught a record at 7.2786
caught a record at 7.27876
caught a record at 7.27891
caught a record at 7.27906
caught a record at 7.27922
caught a record at 7.27937
caught a record at 7.27988
caught a record at 7.28003
caught a record at 7.28019
caught a record at 7.28034
caught a record at 7.28051
caught a record at 7.28066
caught a record at 7.28081
caught a record at 7.28097
caught a record at 7.28112
caught a record at 7.28127
caught a record at 7.28142
caught a record at 7.28159
caught a record at 7.28175
caught a record at 7.28191
caught a record at 7.28206
caught a record at 7.28223
caught a record at 7.28238
caught a record at 7.28255
caught a record at 7.28271
caught a record at 7.28286
caught a record at 7.28299
caught a record at 7.28315
caught a record at 7.28333
caught a record at 7.28348
caught a record at 7.28362
caught a record at 7.28376
caught a record at 7.28417
caught a record at 7.28431
caught a record at 7.28445
caught a record at 7.28459
caught a record at 7.28473
caught a record at 7.28487
caught a record at 7.28502
caught a record at 7.28516
caught a record at 7.28531
caught a record at 7.28544
caught a record at 7.2856
caught a record at 7.28574
caught a record at 7.28587
caught a record at 7.28601
caught a record at 7.28614
caught a record at 7.28628
caught a record at 7.28642
caught a record at 7.28656
caught a record at 7.2867
caught a record at 7.28684
caught a record at 7.28698
caught a record at 7.28711
caught a record at 7.28724
caught a record at 7.28738
caught a record at 7.28752
caught a record at 7.28766
caught a record at 7.28781
caught a record at 7.28794
caught a record at 7.28808
caught a record at 7.28821
caught a record at 7.28833
caught a record at 7.28846
caught a record at 7.28858
caught a record at 7.28873
caught a record at 7.28891
caught a record at 7.28908
caught a record at 7.28926
caught a record at 7.28944
caught a record at 7.28964
caught a record at 7.28982
caught a record at 7.28994
caught a record at 7.29005
caught a record at 7.29018
caught a record at 7.2903
caught a record at 7.29043
caught a record at 7.29055
caught a record at 7.29068
caught a record at 7.29082
caught a record at 7.29096
caught a record at 7.29109
caught a record at 7.29122
caught a record at 7.29135
caught a record at 7.29148
caught a record at 7.29162
caught a record at 7.29178
caught a record at 7.29193
caught a record at 7.29208
caught a record at 7.29225
caught a record at 7.2924
caught a record at 7.29254
caught a record at 7.2927
caught a record at 7.29285
caught a record at 7.29299
caught a record at 7.29312
caught a record at 7.29325
caught a record at 7.29339
caught a record at 7.29352
caught a record at 7.29369
caught a record at 7.29382
caught a record at 7.29397
caught a record at 7.2941
caught a record at 7.29425
caught a record at 7.29439
caught a record at 7.29453
caught a record at 7.29466
caught a record at 7.2948
caught a record at 7.29494
caught a record at 7.29507
caught a record at 7.29521
caught a record at 7.29534
caught a record at 7.29548
caught a record at 7.29564
caught a record at 7.2958
caught a record at 7.29594
caught a record at 7.29608
caught a record at 7.29621
caught a record at 7.29636
caught a record at 7.2965
caught a record at 7.29703
caught a record at 7.29729
caught a record at 7.29744
caught a record at 7.2976
caught a record at 7.29777
caught a record at 7.2979
caught a record at 7.29803
caught a record at 7.29816
caught a record at 7.29832
caught a record at 7.29844
caught a record at 7.29857
caught a record at 7.29871
caught a record at 7.29884
caught a record at 7.29897
caught a record at 7.29909
caught a record at 7.29922
caught a record at 7.29935
caught a record at 7.29948
caught a record at 7.29961
caught a record at 7.29974
caught a record at 7.30016
caught a record at 7.3003
caught a record at 7.30043
caught a record at 7.30056
caught a record at 7.30068
caught a record at 7.30081
caught a record at 7.30093
caught a record at 7.30106
caught a record at 7.30119
caught a record at 7.30132
caught a record at 7.30145
caught a record at 7.30159
caught a record at 7.30173
caught a record at 7.30187
caught a record at 7.30201
caught a record at 7.30215
caught a record at 7.30231
caught a record at 7.30245
caught a record at 7.30258
caught a record at 7.30275
caught a record at 7.30287
caught a record at 7.30299
caught a record at 7.30311
caught a record at 7.30323
caught a record at 7.30335
caught a record at 7.30347
caught a record at 7.30359
caught a record at 7.30374
caught a record at 7.30391
caught a record at 7.30407
caught a record at 7.30424
caught a record at 7.30441
caught a record at 7.30457
caught a record at 7.30474
caught a record at 7.30488
caught a record at 7.305
caught a record at 7.30512
caught a record at 7.30524
caught a record at 7.30536
caught a record at 7.30548
caught a record at 7.30561
caught a record at 7.30575
caught a record at 7.3059
caught a record at 7.30609
caught a record at 7.30623
caught a record at 7.30637
caught a record at 7.3065
caught a record at 7.30664
caught a record at 7.30678
caught a record at 7.3069
caught a record at 7.30701
caught a record at 7.30713
caught a record at 7.30725
caught a record at 7.30737
caught a record at 7.30749
caught a record at 7.30761
caught a record at 7.30774
caught a record at 7.30787
caught a record at 7.308
caught a record at 7.30814
caught a record at 7.30828
caught a record at 7.30841
caught a record at 7.30854
caught a record at 7.30867
caught a record at 7.30882
caught a record at 0
caught a record at 3.26807
caught a record at 3.26835
caught a record at 3.26874
caught a record at 3.26909
caught a record at 3.26925
caught a record at 3.26938
caught a record at 3.2695
caught a record at 3.26965
caught a record at 3.26977
caught a record at 3.2699
caught a record at 3.27005
caught a record at 3.27018
caught a record at 3.2703
caught a record at 3.27044
caught a record at 3.27058
caught a record at 3.2707
caught a record at 3.27089
caught a record at 3.27108
caught a record at 3.27129
caught a record at 3.27151
caught a record at 3.27171
caught a record at 3.27187
caught a record at 3.27201
caught a record at 3.27213
caught a record at 3.27226
caught a record at 3.27239
caught a record at 3.27253
caught a record at 3.27265
caught a record at 3.27279
caught a record at 3.27293
caught a record at 3.27307
caught a record at 3.27322
caught a record at 3.27335
caught a record at 3.2735
caught a record at 3.27365
caught a record at 3.2738
caught a record at 3.27395
caught a record at 3.2741
caught a record at 3.27427
caught a record at 3.27443
caught a record at 3.27459
caught a record at 3.27509
caught a record at 3.27523
caught a record at 3.27536
caught a record at 3.27549
caught a record at 3.27562
caught a record at 3.27581
caught a record at 3.27595
caught a record at 3.27609
caught a record at 3.27624
caught a record at 3.27638
caught a record at 3.27652
caught a record at 3.27667
caught a record at 3.27682
caught a record at 3.27695
caught a record at 3.27709
caught a record at 3.27723
caught a record at 3.27736
caught a record at 3.2775
caught a record at 3.27764
caught a record at 3.27781
caught a record at 3.27795
caught a record at 3.2781
caught a record at 3.27825
caught a record at 3.2784
caught a record at 3.27855
caught a record at 3.27869
caught a record at 3.27886
caught a record at 3.27899
caught a record at 3.27912
caught a record at 3.27924
caught a record at 3.27938
caught a record at 3.27956
caught a record at 3.27969
caught a record at 3.27983
caught a record at 3.28
caught a record at 3.28017
caught a record at 3.28033
caught a record at 3.2805
caught a record at 3.28069
caught a record at 3.28084
caught a record at 3.28096
caught a record at 3.28112
caught a record at 3.28125
caught a record at 3.28138
caught a record at 3.28151
caught a record at 3.28166
caught a record at 3.28182
caught a record at 3.28197
caught a record at 3.28214
caught a record at 3.2823
caught a record at 3.28245
caught a record at 3.2826
caught a record at 3.28277
caught a record at 3.28296
caught a record at 3.28311
caught a record at 3.28327
caught a record at 3.28342
caught a record at 3.28357
caught a record at 3.28376
caught a record at 3.28391
caught a record at 3.28435
caught a record at 3.28451
caught a record at 3.28466
caught a record at 3.28481
caught a record at 3.28499
caught a record at 3.28514
caught a record at 3.28529
caught a record at 3.28544
caught a record at 3.28561
caught a record at 3.28576
caught a record at 3.28591
caught a record at 3.28608
caught a record at 3.28623
caught a record at 3.28638
caught a record at 3.28654
caught a record at 3.28671
caught a record at 3.28686
caught a record at 3.28702
caught a record at 3.28717
caught a record at 3.28733
caught a record at 3.28748
caught a record at 3.28763
caught a record at 3.2878
caught a record at 3.28794
caught a record at 3.28808
caught a record at 3.28821
caught a record at 3.28834
caught a record at 3.28848
caught a record at 3.28862
caught a record at 3.28876
caught a record at 3.28889
caught a record at 3.28903
caught a record at 3.28916
caught a record at 3.28929
caught a record at 3.28944
caught a record at 3.28958
caught a record at 3.28971
caught a record at 3.28984
caught a record at 3.28999
caught a record at 3.29012
caught a record at 3.29025
caught a record at 3.2904
caught a record at 3.29054
caught a record at 3.29067
caught a record at 3.29081
caught a record at 3.29096
caught a record at 3.2911
caught a record at 3.29123
caught a record at 3.29137
caught a record at 3.2915
caught a record at 3.29165
caught a record at 3.29183
caught a record at 3.292
caught a record at 3.29217
caught a record at 3.29267
caught a record at 3.29285
caught a record at 3.29299
caught a record at 3.29312
caught a record at 3.29327
caught a record at 3.29341
caught a record at 3.29355
caught a record at 3.29369
caught a record at 3.29384
caught a record at 3.29398
caught a record at 3.29412
caught a record at 3.29426
caught a record at 3.2944
caught a record at 3.29454
caught a record at 3.29468
caught a record at 3.29482
caught a record at 3.29496
caught a record at 3.29509
caught a record at 3.29523
caught a record at 3.29537
caught a record at 3.29551
caught a record at 3.29565
caught a record at 3.2958
caught a record at 3.29593
caught a record at 3.29607
caught a record at 3.29621
caught a record at 3.29636
caught a record at 3.29649
caught a record at 3.29663
caught a record at 3.29679
caught a record at 3.29693
caught a record at 3.29707
caught a record at 3.29721
caught a record at 3.29735
caught a record at 3.29749
caught a record at 3.29764
caught a record at 3.29779
caught a record at 3.29795
caught a record at 3.29808
caught a record at 3.29821
caught a record at 3.29835
caught a record at 3.29848
caught a record at 3.29859
caught a record at 3.29871
caught a record at 3.29888
caught a record at 3.29905
caught a record at 3.29923
caught a record at 3.29941
caught a record at 3.29959
caught a record at 3.29978
caught a record at 3.29989
caught a record at 3.30028
caught a record at 3.30041
caught a record at 3.30052
caught a record at 3.30064
caught a record at 3.30082
caught a record at 3.30097
caught a record at 3.30113
caught a record at 3.30128
caught a record at 3.30143
caught a record at 3.30159
caught a record at 3.30176
caught a record at 3.30201
caught a record at 3.3022
caught a record at 3.30235
caught a record at 3.30252
caught a record at 3.30265
caught a record at 3.3028
caught a record at 3.30297
caught a record at 3.30313
caught a record at 3.30331
caught a record at 3.30346
caught a record at 3.30358
caught a record at 3.30372
caught a record at 3.30387
caught a record at 3.30403
caught a record at 3.30419
caught a record at 3.30435
caught a record at 3.30451
caught a record at 3.30466
caught a record at 3.30483
caught a record at 3.30497
caught a record at 3.3051
caught a record at 3.30522
caught a record at 3.30536
caught a record at 3.30549
caught a record at 3.30571
caught a record at 3.30583
caught a record at 3.30595
caught a record at 3.30606
caught a record at 3.30617
caught a record at 3.30629
caught a record at 3.30641
caught a record at 3.30653
caught a record at 3.30665
caught a record at 3.30678
caught a record at 3.3069
caught a record at 3.30702
caught a record at 3.30715
caught a record at 3.30728
caught a record at 3.30742
caught a record at 3.30755
caught a record at 3.30767
caught a record at 3.3078
caught a record at 3.30791
caught a record at 3.30844
caught a record at 3.30858
caught a record at 3.30878
caught a record at 3.30891
caught a record at 3.30902
caught a record at 3.30913
caught a record at 3.30926
caught a record at 3.3094
caught a record at 3.30955
caught a record at 3.30968
caught a record at 3.30983
caught a record at 3.30998
caught a record at 3.31013
caught a record at 3.31028
caught a record at 3.31043
caught a record at 3.31058
caught a record at 3.31073
caught a record at 3.31089
caught a record at 3.31101
caught a record at 3.31113
caught a record at 3.31125
caught a record at 3.31138
caught a record at 3.3115
caught a record at 3.31163
caught a record at 3.31175
caught a record at 3.31191
caught a record at 3.31207
caught a record at 3.31223
caught a record at 3.31239
caught a record at 3.31255
caught a record at 3.31271
caught a record at 3.31288
caught a record at 3.31301
caught a record at 3.31315
caught a record at 3.31329
caught a record at 3.31342
caught a record at 3.31357
caught a record at 3.31378
caught a record at 3.31393
caught a record at 3.31407
caught a record at 3.31421
caught a record at 3.31435
caught a record at 3.31449
caught a record at 3.31463
caught a record at 3.31476
caught a record at 3.3149
caught a record at 3.31504
caught a record at 3.31518
caught a record at 3.31531
caught a record at 3.31545
caught a record at 3.31559
caught a record at 3.31575
caught a record at 3.31588
caught a record at 3.31627
caught a record at 3.3164
caught a record at 3.31652
caught a record at 3.31664
caught a record at 3.31677
caught a record at 3.31693
caught a record at 3.31708
caught a record at 3.31723
caught a record at 3.31737
caught a record at 3.31752
caught a record at 3.31768
caught a record at 3.31783
caught a record at 3.31796
caught a record at 3.31808
caught a record at 3.31821
caught a record at 3.31833
caught a record at 3.31846
caught a record at 3.31858
caught a record at 3.3187
caught a record at 3.31885
caught a record at 3.31899
caught a record at 3.31912
caught a record at 3.31926
caught a record at 3.31942
caught a record at 3.31956
caught a record at 3.3197
caught a record at 3.31983
caught a record at 3.31997
caught a record at 3.3201
caught a record at 3.32024
caught a record at 3.32037
caught a record at 3.32051
caught a record at 3.32064
caught a record at 3.32078
caught a record at 3.32093
caught a record at 3.32106
caught a record at 3.32119
caught a record at 3.32133
caught a record at 3.32147
caught a record at 3.32163
caught a record at 3.32181
caught a record at 3.32195
caught a record at 3.32209
caught a record at 3.32222
caught a record at 3.32238
caught a record at 3.32252
caught a record at 3.32266
caught a record at 3.3228
caught a record at 3.32295
caught a record at 3.32309
caught a record at 3.32322
caught a record at 3.32336
caught a record at 3.3235
caught a record at 3.32365
caught a record at 3.3238
caught a record at 3.32394
caught a record at 3.32408
caught a record at 3.32421
caught a record at 3.32433
caught a record at 3.32446
caught a record at 3.32459
caught a record at 3.32473
caught a record at 3.32494
caught a record at 3.32514
caught a record at 3.32564
caught a record at 3.32583
caught a record at 3.32596
caught a record at 3.32609
caught a record at 3.32621
caught a record at 3.32634
caught a record at 3.32647
caught a record at 3.3266
caught a record at 3.32672
caught a record at 3.32684
caught a record at 3.32697
caught a record at 3.32709
caught a record at 3.32722
caught a record at 3.32734
caught a record at 3.32746
caught a record at 3.32758
caught a record at 3.89407
caught a record at 3.8945
caught a record at 3.89494
caught a record at 3.8951
caught a record at 3.89525
caught a record at 3.89537
caught a record at 3.89549
caught a record at 3.89562
caught a record at 3.89576
caught a record at 3.8959
caught a record at 3.89602
caught a record at 3.89615
caught a record at 3.89628
caught a record at 3.89641
caught a record at 3.89655
caught a record at 3.89668
caught a record at 3.89686
caught a record at 3.89706
caught a record at 3.89725
caught a record at 3.89743
caught a record at 3.89764
caught a record at 3.89784
caught a record at 3.89803
caught a record at 3.89818
caught a record at 3.89835
caught a record at 3.89853
caught a record at 3.89869
caught a record at 3.89884
caught a record at 3.89901
caught a record at 3.89919
caught a record at 3.89935
caught a record at 3.8995
caught a record at 3.89967
caught a record at 3.89985
caught a record at 3.90001
caught a record at 3.90017
caught a record at 3.90034
caught a record at 3.90051
caught a record at 3.90067
caught a record at 3.90082
caught a record at 3.90096
caught a record at 3.90108
caught a record at 3.9012
caught a record at 3.90131
caught a record at 3.90143
caught a record at 3.90155
caught a record at 3.90167
caught a record at 3.90182
caught a record at 3.90196
caught a record at 3.9021
caught a record at 3.90224
caught a record at 3.90239
caught a record at 3.90252
caught a record at 3.90266
caught a record at 3.90284
caught a record at 3.903
caught a record at 3.90314
caught a record at 3.90328
caught a record at 3.90342
caught a record at 3.90356
caught a record at 3.90372
caught a record at 3.90387
caught a record at 3.904
caught a record at 3.90412
caught a record at 3.90424
caught a record at 3.90437
caught a record at 3.90449
caught a record at 3.90462
caught a record at 3.90478
caught a record at 3.90492
caught a record at 3.90509
caught a record at 3.90521
caught a record at 3.90534
caught a record at 3.90547
caught a record at 3.90561
caught a record at 3.90573
caught a record at 3.90589
caught a record at 3.90601
caught a record at 3.90612
caught a record at 3.90624
caught a record at 3.90635
caught a record at 3.90648
caught a record at 3.90662
caught a record at 3.90678
caught a record at 3.90692
caught a record at 3.90708
caught a record at 3.90723
caught a record at 3.90737
caught a record at 3.90751
caught a record at 3.90766
caught a record at 3.90783
caught a record at 3.90797
caught a record at 3.90812
caught a record at 3.90826
caught a record at 3.90842
caught a record at 3.90856
caught a record at 3.90871
caught a record at 3.90885
caught a record at 3.909
caught a record at 3.90914
caught a record at 3.90929
caught a record at 3.90943
caught a record at 3.9096
caught a record at 3.90974
caught a record at 3.91023
caught a record at 3.9104
caught a record at 3.91055
caught a record at 3.91069
caught a record at 3.91083
caught a record at 3.91098
caught a record at 3.91114
caught a record at 3.91128
caught a record at 3.91142
caught a record at 3.91156
caught a record at 3.91172
caught a record at 3.91187
caught a record at 3.91201
caught a record at 3.91216
caught a record at 3.91231
caught a record at 3.91248
caught a record at 3.91262
caught a record at 3.91277
caught a record at 3.91292
caught a record at 3.91306
caught a record at 3.9132
caught a record at 3.91334
caught a record at 3.91349
caught a record at 3.91365
caught a record at 3.91379
caught a record at 3.91393
caught a record at 3.91408
caught a record at 3.91424
caught a record at 3.91438
caught a record at 3.91452
caught a record at 3.91467
caught a record at 3.91481
caught a record at 3.91495
caught a record at 3.9151
caught a record at 3.91524
caught a record at 3.91538
caught a record at 3.91553
caught a record at 3.91568
caught a record at 3.91582
caught a record at 3.91597
caught a record at 3.91612
caught a record at 3.91627
caught a record at 3.91641
caught a record at 3.91655
caught a record at 3.91671
caught a record at 3.91686
caught a record at 3.917
caught a record at 3.91714
caught a record at 3.91729
caught a record at 3.91744
caught a record at 3.91759
caught a record at 3.91774
caught a record at 3.91789
caught a record at 3.91802
caught a record at 3.91815
caught a record at 3.91828
caught a record at 3.91841
caught a record at 3.91855
caught a record at 3.91867
caught a record at 3.91883
caught a record at 3.91898
caught a record at 3.91912
caught a record at 3.91927
caught a record at 3.91943
caught a record at 3.91959
caught a record at 3.91973
caught a record at 3.91988
caught a record at 3.92001
caught a record at 3.92014
caught a record at 3.92027
caught a record at 3.9204
caught a record at 3.92053
caught a record at 3.92066
caught a record at 3.92081
caught a record at 3.92098
caught a record at 3.92112
caught a record at 3.92126
caught a record at 3.92141
caught a record at 3.92158
caught a record at 3.92172
caught a record at 3.92186
caught a record at 3.922
caught a record at 3.92213
caught a record at 3.92226
caught a record at 3.92239
caught a record at 3.92253
caught a record at 3.92266
caught a record at 3.92278
caught a record at 3.92293
caught a record at 3.92307
caught a record at 3.92321
caught a record at 3.92335
caught a record at 3.92348
caught a record at 3.92363
caught a record at 3.92379
caught a record at 3.92395
caught a record at 3.92433
caught a record at 3.92448
caught a record at 3.92463
caught a record at 3.9248
caught a record at 3.92494
caught a record at 3.92508
caught a record at 3.9252
caught a record at 3.92532
caught a record at 3.92548
caught a record at 3.92561
caught a record at 3.92579
caught a record at 3.92634
caught a record at 3.92653
caught a record at 3.92675
caught a record at 3.92694
caught a record at 3.92709
caught a record at 3.92726
caught a record at 3.92739
caught a record at 3.92753
caught a record at 3.92766
caught a record at 3.92778
caught a record at 3.92791
caught a record at 3.92805
caught a record at 3.92817
caught a record at 3.9283
caught a record at 3.92843
caught a record at 3.92856
caught a record at 3.92868
caught a record at 3.92887
caught a record at 3.92906
caught a record at 3.92924
caught a record at 3.92943
caught a record at 3.92962
caught a record at 3.9298
caught a record at 3.92992
caught a record at 3.93004
caught a record at 3.93016
caught a record at 3.93028
caught a record at 3.9304
caught a record at 3.93054
caught a record at 3.93071
caught a record at 3.93088
caught a record at 3.93104
caught a record at 3.93115
caught a record at 3.93126
caught a record at 3.93137
caught a record at 3.93148
caught a record at 3.9316
caught a record at 3.93171
caught a record at 3.93185
caught a record at 3.93198
caught a record at 3.93211
caught a record at 3.93224
caught a record at 3.93237
caught a record at 3.9325
caught a record at 3.93262
caught a record at 3.93278
caught a record at 3.9329
caught a record at 3.93307
caught a record at 3.9332
caught a record at 3.93332
caught a record at 3.93343
caught a record at 3.93355
caught a record at 3.93367
caught a record at 3.93379
caught a record at 3.9339
caught a record at 3.93402
caught a record at 3.93413
caught a record at 3.93425
caught a record at 3.93436
caught a record at 3.93448
caught a record at 3.93459
caught a record at 3.93471
caught a record at 3.93482
caught a record at 3.93494
caught a record at 3.93505
caught a record at 3.93517
caught a record at 3.93528
caught a record at 3.9354
caught a record at 3.93551
caught a record at 3.93562
caught a record at 3.93575
caught a record at 3.93587
caught a record at 3.93599
caught a record at 3.93611
caught a record at 3.93623
caught a record at 3.93635
caught a record at 3.93647
caught a record at 3.93658
caught a record at 3.9367
caught a record at 3.93685
caught a record at 3.93699
caught a record at 3.93712
caught a record at 3.93728
caught a record at 3.93743
caught a record at 3.93758
caught a record at 3.93772
caught a record at 3.93787
caught a record at 3.93799
caught a record at 3.93812
caught a record at 3.93827
caught a record at 3.9384
caught a record at 3.93852
caught a record at 3.93865
caught a record at 3.93882
caught a record at 3.93897
caught a record at 3.93912
caught a record at 3.93928
caught a record at 3.93945
caught a record at 3.9396
caught a record at 3.93978
caught a record at 3.93993
caught a record at 3.94029
caught a record at 3.94044
caught a record at 3.94057
caught a record at 3.94069
caught a record at 3.94087
caught a record at 3.94107
caught a record at 3.94124
caught a record at 3.94141
caught a record at 3.9416
caught a record at 3.94182
caught a record at 3.94194
caught a record at 3.94208
caught a record at 3.94221
caught a record at 3.94273
caught a record at 3.94289
caught a record at 3.94303
caught a record at 3.94317
caught a record at 3.94331
caught a record at 3.94347
caught a record at 3.94362
caught a record at 3.94376
caught a record at 3.94391
caught a record at 3.94407
caught a record at 3.94421
caught a record at 3.94435
caught a record at 3.94449
caught a record at 3.94464
caught a record at 3.94481
caught a record at 3.94495
caught a record at 3.94509
caught a record at 3.94522
caught a record at 3.94536
caught a record at 3.9455
caught a record at 3.94566
caught a record at 3.94582
caught a record at 3.94596
caught a record at 3.9461
caught a record at 3.94624
caught a record at 3.94637
caught a record at 3.94651
caught a record at 3.94665
caught a record at 3.94681
caught a record at 3.94696
caught a record at 3.9471
caught a record at 3.94725
caught a record at 3.94739
caught a record at 3.94753
caught a record at 3.94767
caught a record at 3.94782
caught a record at 3.94797
caught a record at 3.94811
caught a record at 3.94824
caught a record at 3.94838
caught a record at 3.94852
caught a record at 3.94866
caught a record at 3.94881
caught a record at 3.94896
caught a record at 3.94912
caught a record at 3.94928
caught a record at 3.94942
caught a record at 3.94958
caught a record at 3.94977
caught a record at 3.9499
caught a record at 3.95004
caught a record at 3.95018
caught a record at 3.95033
caught a record at 3.95046
caught a record at 3.95059
caught a record at 3.95074
caught a record at 3.95089
caught a record at 3.95103
caught a record at 3.95117
caught a record at 3.95132
caught a record at 3.95146
caught a record at 3.95159
caught a record at 3.95173
caught a record at 3.95189
caught a record at 3.95203
caught a record at 3.95216
caught a record at 3.95229
caught a record at 3.95242
caught a record at 3.95254
caught a record at 3.95268
caught a record at 3.95285
caught a record at 3.953
caught a record at 3.95315
caught a record at 3.9533
caught a record at 3.95345
caught a record at 3.9536
caught a record at 3.95373
caught a record at 3.95389
caught a record at 3.95403
caught a record at 3.95417
caught a record at 3.95428
caught a record at 3.95439
caught a record at 3.9545
caught a record at 3.95466
caught a record at 3.95488
caught a record at 3.95503
caught a record at 3.95517
caught a record at 3.95531
caught a record at 3.95546
caught a record at 3.95561
caught a record at 3.95578
caught a record at 3.95593
caught a record at 3.95631
caught a record at 3.95645
caught a record at 3.95658
caught a record at 3.95674
caught a record at 3.95692
caught a record at 3.95708
caught a record at 3.95723
caught a record at 3.95737
caught a record at 3.95755
caught a record at 3.95771
caught a record at 3.95789
caught a record at 3.95802
caught a record at 3.95815
caught a record at 3.95828
caught a record at 3.95843
caught a record at 3.95857
caught a record at 3.9587
caught a record at 3.95883
caught a record at 3.95897
caught a record at 3.95911
caught a record at 3.95924
caught a record at 3.95938
caught a record at 3.95999
caught a record at 3.96025
caught a record at 3.96049
caught a record at 3.96072
caught a record at 3.96087
caught a record at 3.96101
caught a record at 3.96115
caught a record at 3.96128
caught a record at 3.96141
caught a record at 3.96155
caught a record at 3.9617
caught a record at 3.96183
caught a record at 3.96196
caught a record at 3.9621
caught a record at 3.96224
caught a record at 3.96238
caught a record at 3.9625
caught a record at 3.96266
caught a record at 3.96285
caught a record at 3.96303
caught a record at 3.9632
caught a record at 3.9634
caught a record at 3.9636
caught a record at 3.96383
caught a record at 3.96397
caught a record at 3.96411
caught a record at 3.96424
caught a record at 3.96437
caught a record at 3.96451
caught a record at 3.96464
caught a record at 3.96479
caught a record at 3.96496
caught a record at 3.96513
caught a record at 3.96529
caught a record at 3.96545
caught a record at 3.96565
caught a record at 5.068
caught a record at 5.06815
caught a record at 5.0683
caught a record at 5.06843
caught a record at 5.06856
caught a record at 5.06869
caught a record at 5.06882
caught a record at 5.06895
caught a record at 5.06907
caught a record at 5.06921
caught a record at 5.06933
caught a record at 5.06946
caught a record at 5.0696
caught a record at 5.06976
caught a record at 5.06993
caught a record at 5.0701
caught a record at 5.07027
caught a record at 5.07045
caught a record at 5.07062
caught a record at 5.0708
caught a record at 5.07092
caught a record at 5.07105
caught a record at 5.07119
caught a record at 5.07132
caught a record at 5.07145
caught a record at 5.07157
caught a record at 5.07172
caught a record at 5.07186
caught a record at 5.072
caught a record at 5.07213
caught a record at 5.07227
caught a record at 5.0724
caught a record at 5.07254
caught a record at 5.07267
caught a record at 5.07287
caught a record at 5.07304
caught a record at 5.0732
caught a record at 5.07336
caught a record at 5.07352
caught a record at 5.0737
caught a record at 5.07384
caught a record at 5.07398
caught a record at 5.0741
caught a record at 5.07424
caught a record at 5.07437
caught a record at 5.0745
caught a record at 5.07463
caught a record at 5.07479
caught a record at 5.07494
caught a record at 5.07513
caught a record at 5.07528
caught a record at 5.07544
caught a record at 5.07562
caught a record at 5.07579
caught a record at 5.07591
caught a record at 5.07631
caught a record at 5.07645
caught a record at 5.07667
caught a record at 5.07689
caught a record at 5.07713
caught a record at 5.07738
caught a record at 5.07763
caught a record at 5.07786
caught a record at 5.07802
caught a record at 5.07825
caught a record at 5.07878
caught a record at 5.07897
caught a record at 5.07914
caught a record at 5.07931
caught a record at 5.07947
